#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_ABDZ01000027.1/11058-10972       -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.69   0.1   71.1   8.5e-13 !   -
NC_007492.1/3960594-3960682         -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.63   0.0   71.1   8.7e-13 !   -
NZ_AAXR01000002.1/340097-340011     -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.70   0.1   71.0   9.3e-13 !   -
NC_005014.1/120268-120181           -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.58   0.0   70.9   9.4e-13 !   -
NC_007005.1/4827916-4828000         -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.67   0.0   70.8     1e-12 !   -
NZ_AAVY01000025.1/47012-47100       -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.63   0.0   70.8     1e-12 !   -
BAAW01012961.1/630-545              -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.64   0.0   70.5   1.2e-12 !   -
NC_007347.1/2423671-2423759         -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.74   5.3   70.5   1.2e-12 !   -
NZ_ABBF01000782.1/19995-20086       -         C4                   RF01695    cm        1       87        1       92      +    no    1 0.70   1.0   70.5   1.2e-12 !   -
NZ_ABBG01000072.1/36101-36192       -         C4                   RF01695    cm        1       87        1       92      +    no    1 0.70   1.0   70.5   1.2e-12 !   -
NZ_AAVA01000001.1/268317-268226     -         C4                   RF01695    cm        1       87        1       92      +    no    1 0.70   1.0   70.5   1.2e-12 !   -
NC_008027.1/2115228-2115143         -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.63   0.0   70.5   1.2e-12 !   -
NC_007712.1/3395263-3395347         -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.60   0.0   70.5   1.2e-12 !   -
NC_007492.1/753624-753536           -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.63   0.1   70.4   1.3e-12 !   -
NZ_ABBD01000499.1/2644-2554         -         C4                   RF01695    cm        1       87        1       91      +    no    1 0.68   0.0   70.4   1.3e-12 !   -
sludgeOz_Contig11626/4444-4358      -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.63   0.0   70.3   1.3e-12 !   -
NZ_ABBH01000753.1/1638-1728         -         C4                   RF01695    cm        1       87        1       90      +    no    1 0.69   0.5   70.3   1.4e-12 !   -
NC_007492.1/2739890-2739805         -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.62   0.0   70.2   1.4e-12 !   -
NC_002947.3/2855914-2855828         -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.63   0.0   70.2   1.4e-12 !   -
NZ_AAVY01000002.1/296110-296200     -         C4                   RF01695    cm        1       87        1       91      +    no    1 0.62   0.0   70.2   1.4e-12 !   -
NC_009439.1/1667390-1667307         -         C4                   RF01695    cm        3       87        1       84      +    5'    2 0.69   0.6   69.9   1.7e-12 !   -
NC_009512.1/4379908-4379996         -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.63   0.0   69.9   1.7e-12 !   -
NZ_ABDZ01000003.1/186473-186388     -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.70   0.9   69.9   1.7e-12 !   -
NC_005857.1/32623-32536             -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.59   0.0   69.8   1.8e-12 !   -
NC_007912.1/342124-342208           -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.60   0.0   69.8   1.8e-12 !   -
JCVI_SCAF_1101668263049/1534-1447   -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.64   0.0   69.7   1.9e-12 !   -
NZ_AAVA01000004.1/244809-244900     -         C4                   RF01695    cm        1       87        1       92      +    no    1 0.70   0.1   69.7   1.9e-12 !   -
NC_009254.1/633610-633518           -         C4                   RF01695    cm        1       87        1       93      +    no    1 0.70   0.5   69.5   2.1e-12 !   -
JCVI_SCAF_1096627390482/71935-72027 -         C4                   RF01695    cm        1       87        1       93      +    no    1 0.70   0.5   69.5   2.1e-12 !   -
NC_009085.1/1261816-1261900         -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.61   0.0   69.5   2.1e-12 !   -
NZ_AATK01000033.1/24005-23923       -         C4                   RF01695    cm        1       87        1       83      +    no    1 0.58   0.0   69.4   2.3e-12 !   -
NC_005773.3/5617115-5617032         -         C4                   RF01695    cm        1       87        1       83      +    no    1 0.64   0.0   69.3   2.3e-12 !   -
NC_007951.1/4245368-4245279         -         C4                   RF01695    cm        1       87        1       90      +    no    1 0.66   0.0   69.3   2.3e-12 !   -
NC_009434.1/813410-813328           -         C4                   RF01695    cm        1       87        1       83      +    no    1 0.69   0.0   69.3   2.4e-12 !   -
NC_003295.1/1013264-1013352         -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.73   4.2   69.3   2.4e-12 !   -
NC_008785.1/443372-443281           -         C4                   RF01695    cm        1       87        1       92      +    no    1 0.66   0.0   69.2   2.5e-12 !   -
NZ_ABBM01000536.1/13915-13824       -         C4                   RF01695    cm        1       87        1       92      +    no    1 0.66   0.0   69.2   2.5e-12 !   -
NZ_AAKB01000062.1/3801-3885         -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.56   0.0   69.2   2.5e-12 !   -
NC_005773.3/4631607-4631691         -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.64   0.0   69.1   2.6e-12 !   -
NC_008027.1/1180765-1180854         -         C4                   RF01695    cm        1       87        1       90      +    no    1 0.61   0.0   69.1   2.6e-12 !   -
NC_008027.1/2692820-2692908         -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.61   0.0   69.1   2.6e-12 !   -
NZ_ABFH01000014.1/112132-112219     -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.72   0.1   69.0   2.7e-12 !   -
NZ_AAKB01000008.1/102388-102303     -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.59   0.0   68.9   2.9e-12 !   -
NZ_ABBP01000530.1/16827-16739       -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.67   0.0   68.9   2.9e-12 !   -
NZ_AAVZ01000020.1/14481-14397       -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.64   0.0   68.8   3.1e-12 !   -
NC_009512.1/1788565-1788652         -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.61   0.0   68.8   3.1e-12 !   -
NZ_AAVY01000059.1/821-732           -         C4                   RF01695    cm        1       87        1       90      +    no    1 0.60   0.0   68.8   3.2e-12 !   -
NZ_AAVZ01000011.1/25481-25567       -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.69   0.0   68.7   3.3e-12 !   -
NC_009456.1/1033991-1033907         -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.60   0.0   68.7   3.3e-12 !   -
JCVI_SCAF_1096627954892/938-1021    -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.62   0.0   68.7   3.3e-12 !   -
NC_007712.1/1233127-1233043         -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.54   0.0   68.7   3.4e-12 !   -
NZ_AAVY01000002.1/273462-273557     -         C4                   RF01695    cm        1       87        1       96      +    no    1 0.59   0.0   68.6   3.4e-12 !   -
NC_005856.1/48337-48422             -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.58   0.0   68.6   3.5e-12 !   -
NZ_AAKB01000016.1/10920-11003       -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.64   0.0   68.6   3.5e-12 !   -
NZ_AAVY01000050.1/3054-2970         -         C4                   RF01695    cm        4       87        1       85      +    5'    2 0.61   0.0   68.6   3.5e-12 !   -
NC_007712.1/444749-444836           -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.59   0.0   68.5   3.6e-12 !   -
NC_009348.1/3150898-3150985         -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.67   0.0   68.5   3.6e-12 !   -
NC_008345.1/1972071-1971987         -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.56   0.0   68.5   3.7e-12 !   -
NC_007384.1/2936419-2936336         -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.61   0.0   68.5   3.7e-12 !   -
NZ_ABAN01000002.1/164-247           -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.60   0.0   68.5   3.7e-12 !   -
NC_002947.3/4856630-4856545         -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.64   0.0   68.5   3.8e-12 !   -
NZ_AAWK01000002.1/203495-203583     -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.64   0.0   68.4   3.8e-12 !   -
NC_000935.1/28158-28072             -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.57   0.0   68.4   3.9e-12 !   -
NC_002947.3/2038016-2037928         -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.63   0.0   68.4   3.9e-12 !   -
JCVI_SCAF_1096627192337/13368-13279 -         C4                   RF01695    cm        1       87        1       90      +    no    1 0.66   0.0   68.3   4.1e-12 !   -
NC_007005.1/5828644-5828559         -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.63   0.0   68.3   4.1e-12 !   -
NC_007492.1/5257618-5257533         -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.63   0.0   68.2   4.2e-12 !   -
BAAW01000646.1/4186-4274            -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.65   0.0   68.2   4.2e-12 !   -
NZ_AAWD01000002.1/57743-57826       -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.60   0.0   68.2   4.3e-12 !   -
NZ_ABFF01000008.1/134074-133992     -         C4                   RF01695    cm        1       87        1       82      +    no    1 0.60   0.0   68.2   4.3e-12 !   -
NZ_AAVZ01000007.1/44241-44329       -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.67   0.3   68.2   4.4e-12 !   -
NZ_AAVY01000008.1/10944-10858       -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.62   0.0   68.1   4.6e-12 !   -
NZ_AAWW01000074.1/5013-4925         -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.65   0.0   68.1   4.7e-12 !   -
NZ_AALF01000002.1/162645-162731     -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.56   0.0   68.0   4.7e-12 !   -
NC_008800.1/1859900-1859814         -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.56   0.0   68.0   4.7e-12 !   -
NZ_ABEW01000010.1/115026-115110     -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.55   0.0   68.0   4.7e-12 !   -
NC_009654.1/619642-619558           -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.55   0.0   67.9     5e-12 !   -
JCVI_SCAF_1096627389595/53519-53428 -         C4                   RF01695    cm        1       87        1       92      +    no    1 0.66   0.1   67.9   5.1e-12 !   -
NC_007713.1/13096-13181             -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.61   0.0   67.8   5.3e-12 !   -
NZ_AAKX01000021.1/71214-71126       -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.69   0.0   67.8   5.4e-12 !   -
NZ_AAVY01000003.1/8342-8252         -         C4                   RF01695    cm        1       87        1       91      +    no    1 0.64   0.1   67.6   6.1e-12 !   -
JCVI_SCAF_1101667386172/658-747     -         C4                   RF01695    cm        1       87        1       90      +    no    1 0.73   0.5   67.5   6.2e-12 !   -
NC_007492.1/3357442-3357358         -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.60   0.0   67.5   6.3e-12 !   -
NZ_AAJW01000085.1/4756-4672         -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.59   0.0   67.5   6.3e-12 !   -
NZ_ABEW01000015.1/43415-43331       -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.60   0.0   67.5   6.4e-12 !   -
NC_009512.1/3625062-3625148         -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.63   0.0   67.5   6.5e-12 !   -
JCVI_SCAF_1096626333345/508-421     -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.61   0.0   67.4   6.6e-12 !   -
NC_009567.1/760122-760036           -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.56   0.0   67.4   6.7e-12 !   -
NC_007712.1/1814121-1814038         -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.63   0.0   67.4   6.8e-12 !   -
NC_008027.1/3960618-3960708         -         C4                   RF01695    cm        1       87        1       91      +    no    1 0.66   0.0   67.3     7e-12 !   -
NC_006350.1/1334602-1334513         -         C4                   RF01695    cm        1       87        1       90      +    no    1 0.69   0.1   67.3     7e-12 !   -
NC_005126.1/4085959-4086042         -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.58   0.0   67.3   7.3e-12 !   -
NC_008027.1/619442-619529           -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.68   0.0   67.2   7.5e-12 !   -
NC_007614.1/68166-68083             -         C4                   RF01695    cm        1       87        1       83      +    no    1 0.66   0.0   67.1   7.8e-12 !   -
NZ_AAKY01000047.1/15904-15993       -         C4                   RF01695    cm        1       87        1       90      +    no    1 0.62   0.0   67.0   8.4e-12 !   -
NC_004631.1/4519523-4519609         -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.69   0.0   67.0   8.7e-12 !   -
NC_007492.1/5006731-5006819         -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.66   0.0   66.8   9.6e-12 !   -
NC_008027.1/980078-980164           -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.61   0.0   66.8   9.7e-12 !   -
NC_003197.1/2762765-2762682         -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.60   0.0   66.8   9.7e-12 !   -
NZ_ABDZ01000005.1/62708-62621       -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.73   0.3   66.7     1e-11 !   -
NC_007712.1/2063246-2063161         -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.60   0.0   66.6   1.1e-11 !   -
NC_008027.1/3966788-3966882         -         C4                   RF01695    cm        1       87        1       95      +    no    1 0.57   0.0   66.6   1.1e-11 !   -
NZ_ABDZ01000003.1/406374-406462     -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.65   0.0   66.5   1.1e-11 !   -
JCVI_SCAF_1096628075889/1758-1670   -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.65   0.0   66.5   1.1e-11 !   -
NC_008027.1/2592733-2592818         -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.64   0.0   66.4   1.2e-11 !   -
NC_004578.1/6094972-6094888         -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.59   0.0   66.4   1.2e-11 !   -
NC_007492.1/2239520-2239607         -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.61   0.0   66.3   1.2e-11 !   -
NZ_AAJX01000004.1/60275-60362       -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.59   0.0   66.3   1.2e-11 !   -
NC_009514.1/36578-36665             -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.59   0.0   66.3   1.2e-11 !   -
NZ_AAVY01000024.1/72189-72273       -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.62   0.0   66.3   1.3e-11 !   -
NZ_AAVY01000026.1/50658-50567       -         C4                   RF01695    cm        1       87        1       92      +    no    1 0.65   0.0   66.3   1.3e-11 !   -
NC_009085.1/3904932-3904848         -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.60   0.0   66.2   1.3e-11 !   -
NC_008027.1/4355591-4355676         -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.69   0.0   66.1   1.4e-11 !   -
NC_006834.1/1745312-1745231         -         C4                   RF01695    cm        1       87        1       81      +    no    1 0.73   0.3   66.0   1.5e-11 !   -
NC_007712.1/1663464-1663548         -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.64   0.0   65.9   1.5e-11 !   -
NC_009085.1/1471058-1471146         -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.53   0.0   65.9   1.6e-11 !   -
sludgePhrap_Contig2337/52-135       -         C4                   RF01695    cm        1       87        1       83      +    no    1 0.70   0.1   65.8   1.6e-11 !   -
NZ_ABDZ01000003.1/358829-358740     -         C4                   RF01695    cm        1       87        1       90      +    no    1 0.69   0.1   65.8   1.6e-11 !   -
NC_008314.1/532510-532418           -         C4                   RF01695    cm        1       87        1       93      +    no    1 0.67   0.0   65.8   1.7e-11 !   -
sludgeOz_Contig11626/29442-29528    -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.62   0.0   65.7   1.8e-11 !   -
NZ_AAKY01000125.1/82257-82346       -         C4                   RF01695    cm        1       87        1       90      +    no    1 0.70   0.1   65.7   1.8e-11 !   -
NZ_AAMM02000028.1/49678-49767       -         C4                   RF01695    cm        1       87        1       90      +    no    1 0.70   0.1   65.7   1.8e-11 !   -
NC_007492.1/965543-965629           -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.56   0.0   65.7   1.8e-11 !   -
NC_004578.1/447442-447360           -         C4                   RF01695    cm        1       87        1       83      +    no    1 0.63   0.0   65.6   1.9e-11 !   -
NC_008027.1/4670418-4670332         -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.66   0.0   65.4     2e-11 !   -
NC_005773.3/2874551-2874467         -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.66   0.0   65.4   2.1e-11 !   -
NC_004129.6/1753283-1753198         -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.62   0.0   65.4   2.1e-11 !   -
NC_007951.1/915998-916090           -         C4                   RF01695    cm        1       87        1       93      +    no    1 0.60   0.0   65.3   2.1e-11 !   -
NZ_AAWK01000002.1/340004-340091     -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.73   0.4   65.3   2.2e-11 !   -
NZ_AAYX01000007.1/10966-11055       -         C4                   RF01695    cm        1       87        1       90      +    no    1 0.67   0.0   65.3   2.2e-11 !   -
JCVI_SCAF_1096628066130/205-288     -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.69   0.1   65.3   2.2e-11 !   -
NC_007434.1/1344790-1344879         -         C4                   RF01695    cm        1       87        1       90      +    no    1 0.69   0.1   65.2   2.3e-11 !   -
NC_008027.1/1493171-1493083         -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.58   0.0   65.2   2.3e-11 !   -
NC_009512.1/93169-93257             -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.61   0.0   65.1   2.5e-11 !   -
JCVI_SCAF_1096627487547/493-405     -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.61   0.0   65.1   2.5e-11 !   -
NC_009436.1/4152361-4152449         -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.67   0.0   65.0   2.6e-11 !   -
NZ_AAVY01000021.1/79306-79219       -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.69   0.0   64.9   2.6e-11 !   -
NZ_AAVY01000001.1/243198-243282     -         C4                   RF01695    cm        4       87        1       85      +    5'    2 0.64   0.0   64.8   2.8e-11 !   -
NC_009439.1/3776559-3776646         -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.64   0.0   64.8   2.9e-11 !   -
NZ_AAMJ01000022.1/3716-3799         -         C4                   RF01695    cm        1       87        1       83      +    no    1 0.58   0.0   64.7     3e-11 !   -
NC_002947.3/5989252-5989335         -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.64   0.0   64.7   3.1e-11 !   -
NC_009085.1/3063911-3063825         -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.60   0.0   64.6   3.2e-11 !   -
NZ_AAUH01000032.1/20757-20848       -         C4                   RF01695    cm        1       87        1       92      +    no    1 0.62   0.0   64.5   3.3e-11 !   -
NZ_AAWK01000002.1/155352-155263     -         C4                   RF01695    cm        1       87        1       90      +    no    1 0.70   0.1   64.4   3.6e-11 !   -
JCVI_SCAF_1096628042224/713-793     -         C4                   RF01695    cm        1       87        1       80      +    no    1 0.74   0.4   64.4   3.6e-11 !   -
NC_009085.1/872109-872195           -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.53   0.0   64.4   3.6e-11 !   -
NC_006840.1/2244353-2244268         -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.56   0.0   64.3   3.9e-11 !   -
NC_009512.1/5795249-5795332         -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.65   0.1   64.2   3.9e-11 !   -
NC_007182.1/21311-21396             -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.55   0.0   64.2     4e-11 !   -
NC_007713.1/50694-50779             -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.55   0.0   64.2     4e-11 !   -
NC_009085.1/2778777-2778689         -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.54   0.0   63.8   5.1e-11 !   -
NC_009085.1/1620947-1620860         -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.51   0.0   63.7   5.4e-11 !   -
NZ_AAVY01000019.1/172-260           -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.64   0.0   63.6   5.6e-11 !   -
NC_009085.1/2432140-2432056         -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.61   0.0   63.6   5.6e-11 !   -
BAAX01012263.1/1243-1160            -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.60   0.0   63.5   5.8e-11 !   -
NZ_AAUJ01000008.1/21804-21888       -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.69   0.0   63.5   5.9e-11 !   -
NC_008800.1/2104229-2104144         -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.58   0.0   63.4   6.1e-11 !   -
NC_009085.1/1060224-1060139         -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.63   0.0   63.4   6.2e-11 !   -
NZ_AAVY01000026.1/47910-47825       -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.62   0.0   63.3   6.5e-11 !   -
NC_002516.2/1348513-1348430         -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.65   0.0   63.3   6.7e-11 !   -
NZ_AAKV01000003.1/6640-6557         -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.65   0.0   63.3   6.7e-11 !   -
NC_008463.1/4286083-4286166         -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.65   0.0   63.3   6.7e-11 !   -
NC_005966.1/3357993-3358079         -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.59   0.0   63.3   6.8e-11 !   -
NZ_ABBH01000502.1/7145-7238         -         C4                   RF01695    cm        1       87        1       94      +    no    1 0.65   0.0   63.2     7e-11 !   -
NZ_ABBO01000018.1/1738-1645         -         C4                   RF01695    cm        1       87        1       94      +    no    1 0.65   0.0   63.2     7e-11 !   -
NC_005126.1/989054-989139           -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.57   0.0   63.1   7.4e-11 !   -
NC_005966.1/920344-920258           -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.57   0.0   63.0   7.7e-11 !   -
NZ_AAXR01000002.1/88895-88806       -         C4                   RF01695    cm        1       87        1       90      +    no    1 0.60   0.0   63.0   7.9e-11 !   -
NC_002947.3/81574-81663             -         C4                   RF01695    cm        1       87        1       90      +    no    1 0.61   0.0   63.0   7.9e-11 !   -
NC_007492.1/854931-854844           -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.61   0.0   63.0     8e-11 !   -
sludgeOz_Contig11395/4620-4705      -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.60   0.0   62.7   9.3e-11 !   -
NC_008027.1/5708208-5708293         -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.60   0.0   62.7   9.3e-11 !   -
NC_002947.3/335774-335862           -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.65   0.0   62.6   9.8e-11 !   -
NC_003921.3/1645-1553               -         C4                   RF01695    cm        1       87        1       93      +    no    1 0.59   0.0   62.5     1e-10 !   -
NZ_AAVY01000023.1/201-288           -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.64   0.0   62.4   1.1e-10 !   -
NC_002488.3/1588569-1588477         -         C4                   RF01695    cm        1       87        1       93      +    no    1 0.57   0.0   62.3   1.1e-10 !   -
NC_002695.1/1263291-1263373         -         C4                   RF01695    cm        1       87        1       82      +    no    1 0.62   0.0   62.2   1.2e-10 !   -
NC_007492.1/6230633-6230715         -         C4                   RF01695    cm        1       87        1       83      +    no    1 0.65   0.0   62.2   1.2e-10 !   -
NZ_AADP01000001.1/917452-917538     -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.48   0.0   62.2   1.2e-10 !   -
NC_007185.1/1478-1562               -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.57   0.0   62.1   1.3e-10 !   -
NC_007714.1/16189-16105             -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.57   0.0   62.1   1.3e-10 !   -
NC_007184.1/1478-1562               -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.57   0.0   62.1   1.3e-10 !   -
NC_005773.3/5451361-5451443         -         C4                   RF01695    cm        1       87        1       83      +    no    1 0.60   0.0   62.0   1.4e-10 !   -
NC_005085.1/4158872-4158962         -         C4                   RF01695    cm        1       87        1       91      +    no    1 0.66   0.0   61.9   1.4e-10 !   -
NC_009085.1/3419053-3418968         -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.56   0.0   61.9   1.5e-10 !   -
NC_009654.1/652730-652647           -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.61   0.0   61.8   1.5e-10 !   -
sludgePhrap_Contig14725/1993-2074   -         C4                   RF01695    cm        3       87        1       82      +    5'    2 0.73   0.5   61.8   1.5e-10 !   -
NC_005966.1/2750060-2750143         -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.57   0.0   61.7   1.6e-10 !   -
NC_002663.1/2002795-2002883         -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.53   0.0   61.6   1.7e-10 !   -
JCVI_SCAF_1101668744231/1049-962    -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.57   0.0   61.6   1.7e-10 !   -
NZ_AAKL01000071.1/17467-17379       -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.73   4.6   61.4   1.9e-10 !   -
NC_009512.1/339637-339726           -         C4                   RF01695    cm        1       87        1       90      +    no    1 0.61   0.0   61.4   1.9e-10 !   -
NZ_AAMR01000038.1/33213-33129       -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.53   0.0   61.4   1.9e-10 !   -
NZ_AAVY01000014.1/30948-30861       -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.68   0.1   61.3     2e-10 !   -
NC_009085.1/590336-590422           -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.53   0.0   61.3   2.1e-10 !   -
NC_007492.1/523624-523710           -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.67   0.0   61.2   2.1e-10 !   -
NZ_AASA01000084.1/6623-6711         -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.54   0.0   61.0   2.4e-10 !   -
NZ_AAUJ01000008.1/30413-30331       -         C4                   RF01695    cm        1       87        1       83      +    no    1 0.69   0.0   60.6   2.9e-10 !   -
NC_009446.1/1080812-1080727         -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.56   0.0   60.6   2.9e-10 !   -
sludgeOz_Contig9633/3083-2999       -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.65   0.0   60.6     3e-10 !   -
NZ_AAZW01000012.1/43784-43701       -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.60   0.0   60.5   3.1e-10 !   -
NC_007712.1/3106295-3106377         -         C4                   RF01695    cm        1       87        1       83      +    no    1 0.63   0.0   60.4   3.2e-10 !   -
NC_007510.1/2729355-2729271         -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.66   0.0   60.4   3.3e-10 !   -
